"path","basename","classification"
"../www/images/species//Acronicta_leporina/2280a_leporinalarva3bs.jpg","2280a_leporinalarva3bs.jpg","bad"
"../www/images/species//Acronicta_leporina/2280a_leporinapupabs.jpg","2280a_leporinapupabs.jpg","bad"
"../www/images/species//Acronicta_leporina/2280acronictaleporinaik.jpg","2280acronictaleporinaik.jpg","good"
"../www/images/species//Acronicta_leporina/2280themillerlarvagf.jpg","2280themillerlarvagf.jpg","bad"
"../www/images/species//Acronicta_leporina/thumbnail/millerngd.jpg","millerngd.jpg","good"
"../www/images/species//Acronicta_megacephala/poplargrey080698.jpg","poplargrey080698.jpg","good"
"../www/images/species//Acronicta_megacephala/poplargreylarvarh.jpg","poplargreylarvarh.jpg","bad"
"../www/images/species//Acronicta_megacephala/thumbnail/poplargrey.jpg","poplargrey.jpg","good"
"../www/images/species//Acronicta_menyanthidis/2268acronictamenyanthidiscs.jpg","2268acronictamenyanthidiscs.jpg","good"
"../www/images/species//Acronicta_menyanthidis/2286a_menyanthidislarvanr.jpg","2286a_menyanthidislarvanr.jpg","bad"
"../www/images/species//Acronicta_menyanthidis/lightknotgrassdp.jpg","lightknotgrassdp.jpg","good"
"../www/images/species//Acronicta_menyanthidis/thumbnail/2286lightknotgrassrl.jpg","2286lightknotgrassrl.jpg","good"
"../www/images/species//Acronicta_psi/2284-a-psi-larva-ngjr.jpg","2284-a-psi-larva-ngjr.jpg","bad"
"../www/images/species//Acronicta_psi/2284a_psinr.jpg","2284a_psinr.jpg","good"
"../www/images/species//Acronicta_psi/greydaggerlarva2.jpg","greydaggerlarva2.jpg","bad"
"../www/images/species//Acronicta_psi/thumbnail/2284acronictapsi.jpg","2284acronictapsi.jpg","good"
"../www/images/species//Acronicta_rumicis/2289-a-rumicis-larva-ngjr.jpg","2289-a-rumicis-larva-ngjr.jpg","bad"
"../www/images/species//Acronicta_rumicis/2289a_rumicisfsalicisirt.jpg","2289a_rumicisfsalicisirt.jpg","good"
"../www/images/species//Acronicta_rumicis/knotgrasslarva.jpg","knotgrasslarva.jpg","bad"
"../www/images/species//Acronicta_rumicis/thumbnail/2289a_rumicisik.jpg","2289a_rumicisik.jpg","good"
"../www/images/species//Acronicta_tridens/thumbnail/2283darkdaggeredc.jpg","2283darkdaggeredc.jpg","good"
"../www/images/species//Actebia_praecox/thumbnail/2099portlandmoth.jpg","2099portlandmoth.jpg","good"
"../www/images/species//Actinotia_hyperici/thumbnail/chloanthahypericics.jpg","chloanthahypericics.jpg","good"
"../www/images/species//Actinotia_polyodon/thumbnail/2097purplecloud.jpg","2097purplecloud.jpg","good"
"../www/images/species//Adscita_geryon/thumbnail/0164cistusforester.jpg","0164cistusforester.jpg","good"
"../www/images/species//Adscita_statices/0163forester.jpg","0163forester.jpg","good"
"../www/images/species//Adscita_statices/thumbnail/0163a_staticestb.jpg","0163a_staticestb.jpg","good"
"../www/images/species//Aethalura_punctulata/thumbnail/greybirchapril99.jpg","greybirchapril99.jpg","good"
"../www/images/species//Agriopis_aurantiaria/1933scarceumber.jpg","1933scarceumber.jpg","good"
"../www/images/species//Agriopis_aurantiaria/scarceumber2.jpg","scarceumber2.jpg","bad"
"../www/images/species//Agriopis_aurantiaria/scarceumberfemaleik.jpg","scarceumberfemaleik.jpg","good"
"../www/images/species//Agriopis_aurantiaria/thumbnail/scarceumberngd.jpg","scarceumberngd.jpg","good"
"../www/images/species//Agriopis_leucophaearia/1932a_leucophaeariang-d_036.jpg","1932a_leucophaeariang-d_036.jpg","good"
"../www/images/species//Agriopis_leucophaearia/1932a_leucophaeariang-d_643.jpg","1932a_leucophaeariang-d_643.jpg","good"
"../www/images/species//Agriopis_leucophaearia/1932a_leucophaeariang-d_667.jpg","1932a_leucophaeariang-d_667.jpg","good"
"../www/images/species//Agriopis_leucophaearia/1932a_leucophaeariawp2.jpg","1932a_leucophaeariawp2.jpg","good"
"../www/images/species//Agriopis_leucophaearia/springusherfemalengd.jpg","springusherfemalengd.jpg","good"
"../www/images/species//Agriopis_leucophaearia/thumbnail/1932a_leucophaeariawp.jpg","1932a_leucophaeariawp.jpg","good"
"../www/images/species//Agriopis_marginaria/1934a_marginaria_fuscatagr.jpg","1934a_marginaria_fuscatagr.jpg","good"
"../www/images/species//Agriopis_marginaria/1934a_marginarianp.jpg","1934a_marginarianp.jpg","good"
"../www/images/species//Agriopis_marginaria/dottedborderfeb99.jpg","dottedborderfeb99.jpg","good"
"../www/images/species//Agriopis_marginaria/dottedborderfemale2271.jpg","dottedborderfemale2271.jpg","good"
"../www/images/species//Agriopis_marginaria/dottedborderlarva.jpg","dottedborderlarva.jpg","bad"
"../www/images/species//Agriopis_marginaria/dottedbordermalengd.jpg","dottedbordermalengd.jpg","good"
"../www/images/species//Agriopis_marginaria/thumbnail/1934_agriopis_marginariangd.jpg","1934_agriopis_marginariangd.jpg","good"
"../www/images/species//Agrius_convolvuli/1972convolvulushawkmothlarvagf.jpg","1972convolvulushawkmothlarvagf.jpg","bad"
"../www/images/species//Agrius_convolvuli/convolvuli_larva_5thnp.jpg","convolvuli_larva_5thnp.jpg","bad"
"../www/images/species//Agrius_convolvuli/convolvuli_larva_youngnp.jpg","convolvuli_larva_youngnp.jpg","bad"
"../www/images/species//Agrius_convolvuli/convolvuluslarvach.jpg","convolvuluslarvach.jpg","bad"
"../www/images/species//Agrius_convolvuli/thumbnail/1972convolvulushawk.jpg","1972convolvulushawk.jpg","good"
"../www/images/species//Agrochola_circellaris/brickngd.jpg","brickngd.jpg","good"
"../www/images/species//Agrochola_circellaris/thumbnail/2262a_circellarisik.jpg","2262a_circellarisik.jpg","good"
"../www/images/species//Agrochola_haematidea/southernchestnutsp.jpg","southernchestnutsp.jpg","good"
"../www/images/species//Agrochola_haematidea/thumbnail/2264a_southern_chestnutdg.jpg","2264a_southern_chestnutdg.jpg","good"
"../www/images/species//Agrochola_helvola/2265a_helvolanr.jpg","2265a_helvolanr.jpg","good"
"../www/images/species//Agrochola_helvola/thumbnail/flouncedchestnutngd.jpg","flouncedchestnutngd.jpg","good"
"../www/images/species//Agrochola_litura/2266a_lituranr.jpg","2266a_lituranr.jpg","good"
"../www/images/species//Agrochola_litura/brownspotpinion110998.jpg","brownspotpinion110998.jpg","good"
"../www/images/species//Agrochola_litura/thumbnail/brownspotpinionngd.jpg","brownspotpinionngd.jpg","good"
"../www/images/species//Agrochola_lota/redlinequakerlarva.jpg","redlinequakerlarva.jpg","bad"
"../www/images/species//Agrochola_lota/thumbnail/redlinequaker210998.jpg","redlinequaker210998.jpg","good"
"../www/images/species//Agrochola_lychnidis/beadedchestnut.jpg","beadedchestnut.jpg","good"
"../www/images/species//Agrochola_lychnidis/thumbnail/beadedchestnutngd.jpg","beadedchestnutngd.jpg","good"
"../www/images/species//Agrochola_macilenta/2264yellowlinequaker2.jpg","2264yellowlinequaker2.jpg","good"
"../www/images/species//Agrochola_macilenta/thumbnail/yellowlinequakerngd.jpg","yellowlinequakerngd.jpg","good"
"../www/images/species//Agrotis_cinerea/2084lightfeatheredrustic.jpg","2084lightfeatheredrustic.jpg","good"
"../www/images/species//Agrotis_cinerea/thumbnail/1505lightfeatheredrusticjp.jpg","1505lightfeatheredrusticjp.jpg","good"
"../www/images/species//Agrotis_clavis/2088a_clavis2am.jpg","2088a_clavis2am.jpg","good"
"../www/images/species//Agrotis_clavis/2088a_clavis3am.jpg","2088a_clavis3am.jpg","good"
"../www/images/species//Agrotis_clavis/2088a_clavis4am.jpg","2088a_clavis4am.jpg","good"
"../www/images/species//Agrotis_clavis/2088a_clavisnp.jpg","2088a_clavisnp.jpg","good"
"../www/images/species//Agrotis_clavis/2088heartandclub.jpg","2088heartandclub.jpg","good"
"../www/images/species//Agrotis_clavis/thumbnail/2088a_clavisam.jpg","2088a_clavisam.jpg","good"
"../www/images/species//Agrotis_crassa/2094agrotis_crassarw.jpg","2094agrotis_crassarw.jpg","good"
"../www/images/species//Agrotis_crassa/thumbnail/2094greatdart.jpg","2094greatdart.jpg","good"
"../www/images/species//Agrotis_exclamationis/2089a_exclamationisnr.jpg","2089a_exclamationisnr.jpg","good"
"../www/images/species//Agrotis_exclamationis/2089a_exclamationisph.jpg","2089a_exclamationisph.jpg","good"
"../www/images/species//Agrotis_exclamationis/2089a_exclamationispk.jpg","2089a_exclamationispk.jpg","good"
"../www/images/species//Agrotis_exclamationis/2089agrotisexclamationisik.jpg","2089agrotisexclamationisik.jpg","good"
"../www/images/species//Agrotis_exclamationis/thumbnail/2089a_exclamationispk2.jpg","2089a_exclamationispk2.jpg","good"
"../www/images/species//Agrotis_ipsilon/2091a_ipsiloncj.jpg","2091a_ipsiloncj.jpg","good"
"../www/images/species//Agrotis_ipsilon/2091a_ipsilonik.jpg","2091a_ipsilonik.jpg","good"
"../www/images/species//Agrotis_ipsilon/thumbnail/darkswordgrass.jpg","darkswordgrass.jpg","good"
"../www/images/species//Agrotis_puta/2092shuttleshapeddart.jpg","2092shuttleshapeddart.jpg","good"
"../www/images/species//Agrotis_puta/shuttleshapeddartngd.jpg","shuttleshapeddartngd.jpg","good"
"../www/images/species//Agrotis_puta/thumbnail/2092a_putapk.jpg","2092a_putapk.jpg","bad"
"../www/images/species//Agrotis_ripae/2093a_ripaelarvatb.jpg","2093a_ripaelarvatb.jpg","bad"
"../www/images/species//Agrotis_ripae/thumbnail/2093sanddart.jpg","2093sanddart.jpg","good"
"../www/images/species//Agrotis_segetum/thumbnail/turnipmoth.jpg","turnipmoth.jpg","good"
"../www/images/species//Agrotis_segetum/turnipmothtd.jpg","turnipmothtd.jpg","good"
"../www/images/species//Agrotis_trux/thumbnail/crescentdart.jpg","crescentdart.jpg","good"
"../www/images/species//Agrotis_vestigialis/1506archersdartjp.jpg","1506archersdartjp.jpg","bad"
"../www/images/species//Agrotis_vestigialis/2085a_vestigialisnr.jpg","2085a_vestigialisnr.jpg","good"
"../www/images/species//Agrotis_vestigialis/thumbnail/2085a_vestigialistb.jpg","2085a_vestigialistb.jpg","good"
"../www/images/species//Alcis_jubata/1942a_jubatalarvangr.jpg","1942a_jubatalarvangr.jpg","bad"
"../www/images/species//Alcis_jubata/thumbnail/1942a_jubata.jpg","1942a_jubata.jpg","good"
"../www/images/species//Alcis_repandata/1941a_repandatacj.jpg","1941a_repandatacj.jpg","good"
"../www/images/species//Alcis_repandata/1941a_repandatacj2.jpg","1941a_repandatacj2.jpg","good"
"../www/images/species//Alcis_repandata/1941mottledbeautylarvagf.jpg","1941mottledbeautylarvagf.jpg","bad"
"../www/images/species//Alcis_repandata/thumbnail/1941a_repandataik.jpg","1941a_repandataik.jpg","good"
"../www/images/species//Aleucis_distinctata/thumbnail/1959sloecarpet.jpg","1959sloecarpet.jpg","good"
"../www/images/species//Allophyes_oxyacanthae/2245a_oxyacanthaelarvatb.jpg","2245a_oxyacanthaelarvatb.jpg","bad"
"../www/images/species//Allophyes_oxyacanthae/2245a_oxyacanthaenr.jpg","2245a_oxyacanthaenr.jpg","good"
"../www/images/species//Allophyes_oxyacanthae/2245greenbrindledcrescentlarvagf.jpg","2245greenbrindledcrescentlarvagf.jpg","bad"
"../www/images/species//Allophyes_oxyacanthae/greenbrindledcrescent140998.jpg","greenbrindledcrescent140998.jpg","good"
"../www/images/species//Allophyes_oxyacanthae/greenbrindledcrescent160998.jpg","greenbrindledcrescent160998.jpg","good"
"../www/images/species//Allophyes_oxyacanthae/greenbrindledcrescent1ngd.jpg","greenbrindledcrescent1ngd.jpg","good"
"../www/images/species//Allophyes_oxyacanthae/thumbnail/greenbrindledcrescent2ngd.jpg","greenbrindledcrescent2ngd.jpg","good"
"../www/images/species//Alsophila_aescularia/1663marchmothfemalerl.jpg","1663marchmothfemalerl.jpg","good"
"../www/images/species//Alsophila_aescularia/marchmoth.jpg","marchmoth.jpg","good"
"../www/images/species//Alsophila_aescularia/marchmothlarva.jpg","marchmothlarva.jpg","bad"
"../www/images/species//Alsophila_aescularia/thumbnail/marchmothik.jpg","marchmothik.jpg","good"
"../www/images/species//Amphipoea_crinanensis/2359crinanear3rl.jpg","2359crinanear3rl.jpg","good"
"../www/images/species//Amphipoea_crinanensis/2359crinanearrl.jpg","2359crinanearrl.jpg","good"
"../www/images/species//Amphipoea_crinanensis/thumbnail/2359crinanear2rl.jpg","2359crinanear2rl.jpg","good"
"../www/images/species//Amphipoea_fucosa/thumbnail/salternear.jpg","salternear.jpg","good"
"../www/images/species//Amphipoea_lucens/2357a_lucensnr.jpg","2357a_lucensnr.jpg","good"
"../www/images/species//Amphipoea_lucens/largeear130902-gendet.jpg","largeear130902-gendet.jpg","good"
"../www/images/species//Amphipoea_lucens/thumbnail/largeear.jpg","largeear.jpg","good"
"../www/images/species//Amphipoea_oculea/thumbnail/2360earmoth.jpg","2360earmoth.jpg","good"
"../www/images/species//Amphipyra_berbera/2298a_berberapalpsjm.jpg","2298a_berberapalpsjm.jpg","good"
"../www/images/species//Amphipyra_berbera/amphipyra_svenssoni_larva_ngd.jpg","amphipyra_svenssoni_larva_ngd.jpg","bad"
"../www/images/species//Amphipyra_berbera/thumbnail/svenssonscopperunderwing210898.jpg","svenssonscopperunderwing210898.jpg","good"
"../www/images/species//Amphipyra_pyramidea/2297a_pyramideapalpsjm.jpg","2297a_pyramideapalpsjm.jpg","good"
"../www/images/species//Amphipyra_pyramidea/thumbnail/copperunderwing250898.jpg","copperunderwing250898.jpg","good"
"../www/images/species//Amphipyra_tragopoginis/thumbnail/mouse300898.jpg","mouse300898.jpg","good"
"../www/images/species//Anaplectoides_prasina/2138greenarches.jpg","2138greenarches.jpg","good"
"../www/images/species//Anaplectoides_prasina/greenarchesngd.jpg","greenarchesngd.jpg","good"
"../www/images/species//Anaplectoides_prasina/thumbnail/2138a_prasinacp.jpg","2138a_prasinacp.jpg","good"
"../www/images/species//Anarta_cordigera/thumbnail/2143smalldarkyellowunderwingrl.jpg","2143smalldarkyellowunderwingrl.jpg","good"
"../www/images/species//Anarta_melanopa/2144broadborderedwhiteunderwingrl.jpg","2144broadborderedwhiteunderwingrl.jpg","good"
"../www/images/species//Anarta_melanopa/thumbnail/2144broadborderedwhiteunderwing2rl.jpg","2144broadborderedwhiteunderwing2rl.jpg","good"
"../www/images/species//Anarta_myrtilli/2142a_myrtillicj.jpg","2142a_myrtillicj.jpg","good"
"../www/images/species//Anarta_myrtilli/2142a_myrtillilarvanr.jpg","2142a_myrtillilarvanr.jpg","bad"
"../www/images/species//Anarta_myrtilli/2142lmyrtillijn.jpg","2142lmyrtillijn.jpg","bad"
"../www/images/species//Anarta_myrtilli/thumbnail/2142beautifulyellowunderwing.jpg","2142beautifulyellowunderwing.jpg","good"
"../www/images/species//Angerona_prunaria/1924orangemothgf.jpg","1924orangemothgf.jpg","good"
"../www/images/species//Angerona_prunaria/orangemothlarva.jpg","orangemothlarva.jpg","bad"
"../www/images/species//Angerona_prunaria/thumbnail/1924a_prunariaph.jpg","1924a_prunariaph.jpg","good"
"../www/images/species//Antichloris_viridis/2073a_viridistt4.jpg","2073a_viridistt4.jpg","good"
"../www/images/species//Antichloris_viridis/2073a_viridistt5.jpg","2073a_viridistt5.jpg","good"
"../www/images/species//Antichloris_viridis/thumbnail/2073a_viridistt2.jpg","2073a_viridistt2.jpg","good"
"../www/images/species//Anticlea_badiata/1746_anticlea_badiatangd.jpg","1746_anticlea_badiatangd.jpg","good"
"../www/images/species//Anticlea_badiata/1746_anticlea_badiatangd2.jpg","1746_anticlea_badiatangd2.jpg","good"
"../www/images/species//Anticlea_badiata/thumbnail/1746anticleabadiataik.jpg","1746anticleabadiataik.jpg","good"
"../www/images/species//Anticlea_derivata/thestreamerapril99.jpg","thestreamerapril99.jpg","good"
"../www/images/species//Anticlea_derivata/thumbnail/1747_anticlea_derivatangd.jpg","1747_anticlea_derivatangd.jpg","good"
"../www/images/species//Anticollix_sparsata/1863dentatedpug2.jpg","1863dentatedpug2.jpg","good"
"../www/images/species//Anticollix_sparsata/1863dentatedpug4.jpg","1863dentatedpug4.jpg","good"
"../www/images/species//Anticollix_sparsata/thumbnail/1863dentatedpugrl.jpg","1863dentatedpugrl.jpg","good"
"../www/images/species//Antitype_chi/thumbnail/greychi2.jpg","greychi2.jpg","good"
"../www/images/species//Apamea_anceps/2333_apamea_ancepsngd.jpg","2333_apamea_ancepsngd.jpg","good"
"../www/images/species//Apamea_anceps/thumbnail/largenutmeg.jpg","largenutmeg.jpg","good"
"../www/images/species//Apamea_crenata/2326a_crenatalarvafinalinstarbs.jpg","2326a_crenatalarvafinalinstarbs.jpg","bad"
"../www/images/species//Apamea_crenata/2326a_crenatalarvamidinstarbs.jpg","2326a_crenatalarvamidinstarbs.jpg","bad"
"../www/images/species//Apamea_crenata/2326apameacrenata.jpg","2326apameacrenata.jpg","good"
"../www/images/species//Apamea_crenata/thumbnail/2326a_crenatabs.jpg","2326a_crenatabs.jpg","good"
"../www/images/species//Apamea_epomidion/thumbnail/commonpug1.jpg","commonpug1.jpg","good"
"../www/images/species//Apamea_furva/thumbnail/2329a_furvams.jpg","2329a_furvams.jpg","good"
"../www/images/species//Apamea_lithoxylaea/2322_apamea_lithoxyleangd.jpg","2322_apamea_lithoxyleangd.jpg","good"
"../www/images/species//Apamea_lithoxylaea/2322a_lithoxylaealarva2bs.jpg","2322a_lithoxylaealarva2bs.jpg","bad"
"../www/images/species//Apamea_lithoxylaea/2322a_lithoxylaealarvabs.jpg","2322a_lithoxylaealarvabs.jpg","bad"
"../www/images/species//Apamea_lithoxylaea/thumbnail/2322a_lithoxylaeabs.jpg","2322a_lithoxylaeabs.jpg","good"
"../www/images/species//Apamea_monoglypha/darkarcheslarvajo.jpg","darkarcheslarvajo.jpg","bad"
"../www/images/species//Apamea_monoglypha/thumbnail/2321darkarchesmc.jpg","2321darkarchesmc.jpg","good"
"../www/images/species//Apamea_oblonga/thumbnail/2325crescentstripedrl.jpg","2325crescentstripedrl.jpg","good"
"../www/images/species//Apamea_ophiogramma/2336apamea_ophiogrammaik.jpg","2336apamea_ophiogrammaik.jpg","good"
"../www/images/species//Apamea_ophiogramma/thumbnail/2336a_ophiogrammapk.jpg","2336a_ophiogrammapk.jpg","good"
"../www/images/species//Apamea_remissa/2330a_remissacj2.jpg","2330a_remissacj2.jpg","good"
"../www/images/species//Apamea_remissa/duskybrocade300698.jpg","duskybrocade300698.jpg","good"
"../www/images/species//Apamea_remissa/thumbnail/2330a_remissacj.jpg","2330a_remissacj.jpg","good"
"../www/images/species//Apamea_scolopacina/thumbnail/2335_apamea_scolopacina_monkswoodngd.jpg","2335_apamea_scolopacina_monkswoodngd.jpg","good"
"../www/images/species//Apamea_sublustris/thumbnail/reddishlightarches.jpg","reddishlightarches.jpg","good"
"../www/images/species//Apamea_unanimis/2331apamea_unanimisik.jpg","2331apamea_unanimisik.jpg","good"
"../www/images/species//Apamea_unanimis/thumbnail/2331a_unanimispk.jpg","2331a_unanimispk.jpg","good"
"../www/images/species//Apamea_zeta/2324northernarchesfrl.jpg","2324northernarchesfrl.jpg","good"
"../www/images/species//Apamea_zeta/2324theexilegf.jpg","2324theexilegf.jpg","good"
"../www/images/species//Apamea_zeta/2324zetatt.jpg","2324zetatt.jpg","good"
"../www/images/species//Apamea_zeta/thumbnail/2324northernarchesmrl.jpg","2324northernarchesmrl.jpg","good"
"../www/images/species//Apeira_syringaria/lilacbeautylarva1ngd.jpg","lilacbeautylarva1ngd.jpg","bad"
"../www/images/species//Apeira_syringaria/lilacbeautylarvangd.jpg","lilacbeautylarvangd.jpg","bad"
"../www/images/species//Apeira_syringaria/thumbnail/1910lilacbeauty.jpg","1910lilacbeauty.jpg","good"
"../www/images/species//Aplasta_ononaria/thumbnail/1664restharrow.jpg","1664restharrow.jpg","good"
"../www/images/species//Aplocera_efformata/thumbnail/lessertreblebar.jpg","lessertreblebar.jpg","good"
"../www/images/species//Aplocera_plagiata/1867aplocera_abdomenstt.jpg","1867aplocera_abdomenstt.jpg","good"
"../www/images/species//Aplocera_plagiata/thumbnail/1867_aplocera_plagiatangd.jpg","1867_aplocera_plagiatangd.jpg","good"
"../www/images/species//Aplocera_plagiata/treblebar.jpg","treblebar.jpg","good"
"../www/images/species//Apocheima_hispidaria/thumbnail/smallbrindledbeauty.jpg","smallbrindledbeauty.jpg","good"
"../www/images/species//Apoda_limacodes/0173thefestoonlarvagf.jpg","0173thefestoonlarvagf.jpg","bad"
"../www/images/species//Apoda_limacodes/festoon.jpg","festoon.jpg","good"
"../www/images/species//Apoda_limacodes/thumbnail/0173a_limacodespk.jpg","0173a_limacodespk.jpg","good"
"../www/images/species//Aporophyla_australis/thumbnail/featheredbrindle.jpg","featheredbrindle.jpg","good"
"../www/images/species//Aporophyla_lueneburgensis/2231aa_luenebergensis_mc_as.jpg","2231aa_luenebergensis_mc_as.jpg","good"
"../www/images/species//Aporophyla_lueneburgensis/thumbnail/2231anortherndeepbrowndartf.jpg","2231anortherndeepbrowndartf.jpg","good"
"../www/images/species//Aporophyla_lutulenta_s.str/thumbnail/deepbrowndart1rw.jpg","deepbrowndart1rw.jpg","good"
"../www/images/species//Aporophyla_nigra/2232blackrustic.jpg","2232blackrustic.jpg","bad"
"../www/images/species//Aporophyla_nigra/blackrustic1ngd.jpg","blackrustic1ngd.jpg","good"
"../www/images/species//Aporophyla_nigra/blackrustic2ngd.jpg","blackrustic2ngd.jpg","good"
"../www/images/species//Aporophyla_nigra/thumbnail/2232a_nigranr.jpg","2232a_nigranr.jpg","good"
"../www/images/species//Archanara_algae/2374rushwainscot2rl.jpg","2374rushwainscot2rl.jpg","good"
"../www/images/species//Archanara_algae/2374rushwainscotlarvarl.jpg","2374rushwainscotlarvarl.jpg","bad"
"../www/images/species//Archanara_algae/2374rushwainscotpuparl.jpg","2374rushwainscotpuparl.jpg","bad"
"../www/images/species//Archanara_algae/thumbnail/2374rushwainscotrl.jpg","2374rushwainscotrl.jpg","good"
"../www/images/species//Archanara_dissoluta/thumbnail/brownveinedwainscot.jpg","brownveinedwainscot.jpg","good"
"../www/images/species//Archanara_geminipuncta/thumbnail/2370a_geminipunctapk.jpg","2370a_geminipunctapk.jpg","good"
"../www/images/species//Archanara_geminipuncta/twinspottedwainscot.jpg","twinspottedwainscot.jpg","good"
"../www/images/species//Archanara_sparganii/thumbnail/2373archanarasparganiics.jpg","2373archanarasparganiics.jpg","good"
"../www/images/species//Archiearis_notha/lightorangeunderwingfemalengd.jpg","lightorangeunderwingfemalengd.jpg","good"
"../www/images/species//Archiearis_notha/lightorangeunderwinglarvangd.jpg","lightorangeunderwinglarvangd.jpg","bad"
"../www/images/species//Archiearis_notha/thumbnail/lightorangeunderwingmalengd.jpg","lightorangeunderwingmalengd.jpg","good"
"../www/images/species//Archiearis_parthenias/1661orangeunderwing.jpg","1661orangeunderwing.jpg","good"
"../www/images/species//Archiearis_parthenias/thumbnail/orangeunderwing.jpg","orangeunderwing.jpg","good"
"../www/images/species//Arctia_caja/2057-a-caja-larva-ngjr.jpg","2057-a-caja-larva-ngjr.jpg","bad"
"../www/images/species//Arctia_caja/gardentigerfumosa2ph.jpg","gardentigerfumosa2ph.jpg","good"
"../www/images/species//Arctia_caja/gardentigerfumosaph.jpg","gardentigerfumosaph.jpg","good"
"../www/images/species//Arctia_caja/thumbnail/2057gardentiger.jpg","2057gardentiger.jpg","good"
"../www/images/species//Arctia_villica/2058a_villicaps.jpg","2058a_villicaps.jpg","good"
"../www/images/species//Arctia_villica/2058a_villicark.jpg","2058a_villicark.jpg","good"
"../www/images/species//Arctia_villica/2058creamspottigersc.jpg","2058creamspottigersc.jpg","good"
"../www/images/species//Arctia_villica/creamspottiger.jpg","creamspottiger.jpg","good"
"../www/images/species//Arctia_villica/thumbnail/cream-spot-tiger-rk.jpg","cream-spot-tiger-rk.jpg","good"
"../www/images/species//Arctornis_l-nigrum/2032blackvmothlarvagf.jpg","2032blackvmothlarvagf.jpg","bad"
"../www/images/species//Arctornis_l-nigrum/2032blackvmothpupagf.jpg","2032blackvmothpupagf.jpg","bad"
